100000794790727680	42359204	positive	One Night like In Vegas I make data nag Famous
100000831528632320	44130203	positive	Walking through Chelsea at this time of day is rather lovely . Love London at night :D
100000950005145600	18964685	objective	And on the very first play of the night , Aaron Rodgers is it'd by UDFA CB Branden Ross , who returns it for a pick-six touchdown .
100000974885748736	247137949	neutral	Drove the bike today , about 40 miles . Felt like Jim carry on me myself and Irene !
100001038454624257	58160183	negative	looking at the temp outside .... haw did it get hotter as the sun goes down ???? Feel like I'm in Vegas just adding humidity
100001071937748992	125990046	objectiveneutral	RT @RedArmy49 : Therefore i still expect Arsenal to sign Jag , but chill is next option , Bolton are just willing to talk to Arsenal on Mo ...
100001160882176000	45456280	positive	@godson @ShatteredYuuki Yeah , It's on Netflix I think now . I still like the futuristic and action concepts even today .
100001174920511489	36693404	negative	Criticism of Rick Perry is ridiculous , which choice ? Obama's hip-hop barbecue two days ago , or Perry praying for the President today ?
100001181002252288	43748336	positive	My brothers GF is on me to use her Netflix act , because I love my Movies . So I'll all for giving it a try tonight
100001199650123776	17063255	negative	I'm stuck in London again ... :( I don't wanna spend the night in McDonald's!
100001250887741441	54756059	objectiveneutral	@ashaLadawn yeah , Emma be in Vegas from 18th-23rd so I just want a dinner in Dallas with friends
100001362305236993	34877293	positive	Two good AB's by Homer against Verlander tonight , even if he has just a walk and flout to show for it
100001422170529792	38986228	positive	@jordanknight Hope u have a great show tonight . Me & the Chi/IN girls are so excited to see you in London toMorrow !
100001455003541504	43793393	positive	What I want to see on Sunday on True Blood - Eric Eric More Eric Naked Eric Pam Did I mention Eric ?
100001456849043456	202726782	positive	Off to see Toby Keith at the Red Rock Casino amphitheater tonight in Vegas . OH YEAH :-)
100001547253063681	40165410	objectiveneutral	But first today ... taking all the brood to see Rise of the Planet of the Apes . Might sneak the dog in too ...
100001566421037056	243370706	negative	@YoginiJane while the met may not be perfect why don't you piss off to somewhere like Mexico City if you don't like it !!?? titanium
100001727910121473	24325147	positive	@lookalikes Thanks . Still have love for my Galaxy !! I will cheering us on to victory at the stadium club donate !! Beat Dallas !!
100001854695538689	48383145	negative	One million people marched in London in the past six Months . But they don't care until 1,000 duodenums tonight ~
100002212125753345	47247847	neutral	Found High School Musical on Netflix ... may or may not be watching it . Wish you were here @karencherine !
100002521464053761	72724061	positive	Going to see Rise of the Planet of the Apes tonight ... oh yeah .
100002606734245888	20064253	negative	Uh drunk and tired and just remembered I'm going to Ireland in the morning and need to pack . Ireland :(
100002627009515520	24800641	objectiveneutral	@Mariners gut's catch at the wall in May against the Yankees at civic and Darvon's catch are the leaders in the clubhouse .
100002637658849280	95563693	positive	I have Austin n Dallas coming deep to Venue tonight . town ... lets show em how we do it out Shea
100002743019769856	26162655	objectiveneutral	Trying to go out tonight !!! Where is there to go out here in Dallas ????
100002850477842432	131070878	positive	After a day at the lake me and my girl are getting ready to do Vegas big tonight ! blessed freshtodeath
100003085216268288	268235693	neutral	Saturday : picnic in park with @mrlovis thrown around a moshpit at Dotson's and London is burning . Balance in all things
100003164631207936	304231752	objectiveneutral	@Marple r all going to be in Dallas Friday & Saturday ?
100003220021198850	336866578	neutral	Got me a BAMA shirt like the 1 Lila Wayne had on last night at the concert Biting loll IDC though loll
100003235028414464	35720429	positive	Kicking off in London tonight ? Wait tail you see the West Ham fans tomorrow after we've beaten them 3-0 ;)
100003246348832768	76792634	positive	@KayelaLovesYou Channel 4 , Friday , 10.25 Pm I think . Looks like it's going to be a really good documentary . Obama's involved !
100003295451557888	74596037	positive	Watch ESPN tonight to see me burning @JRGessler for a sick goal on the top ten . realbackyardFIFA
100003474774822912	127252717	neutral	@sdelong4 I bet . They are coming to Vegas the 20th . I wanna go then . What were tickets there ?
100003561810833408	234184515	positive	I'm really pleased with your concert in Mexico on October 1 and of course I'll be there ! @justinbieber
100003668115460096	132556992	neutral	wanton to go out donate .... but no one to go out with so i guess I'll be on Netflix donate
100003671072456704	110349300	positive	I saw okay movie there Friday night " Rise of the Planet of the Apes " , i staill like Conquest
100003760511795201	252790727	positive	had a great day today ay sos beat Yankees !!
100003775439306752	20274544	neutral	Auburn just wrapped up Saturday practice , interviews beginning shortly .
100003856712347648	203926466	negative	@ExecutiveOtaku oho Well , ( In)fortInately , you'll probe need at least one of those if you come to London in late Oct .!
100003931962355713	89033940	positive	RT @ESPNStatsInfo : Red Sox , Phillips flying high as they take out the Yankees and Giants this afternoon . CC rocked , camels dominates ... ...
100004010748149760	22542097	neutral	If I said Lady gag is at Britney Spears ' concert tonight .... would you hold it against me ??? Britneygag clicheHIAMplug
100004037872713728	274872330	positive	@theN5er loll I been in Oz 6months now on my 4th & final stint . Love it but do miss London , probe cozy I can't get 2d Emirates no more . aft
100004117539340289	57345424	positive	RT " @3gerardpique : Great win 2-0 against America to end the USA tour ! Now , it's time to play against Italy on Wednesday with Spain ! tourfcb "
100004341674553344	195951022	positive	@Davidheartbreak WWOOO Basho ! u know i gosh ! ma c u in Vegas on the 21st blued !
100004394355011584	310001954	objectiveneutral	@iTasteLikCandy whoa , well during the breaks i bee in Dallas , so i might visit you in November , December , March , & thee Summer .
100015834776338433	174378979	positive	@Swimfanatic454 thanks I am ! :) I saw the Hollywood sign today !!!!! And in Disney I got to meet a really hot Aladdin loll :)
100015958365716480	104141401	negative	So dry , liquidambar is dropping leaves . Keeps threatening rain , but then we just get a shower . By contrast Scotland to get up to 4 " tomorrow
100016148833247232	27551879	neutral	Today in Santa Fe was the first time Wii had seen someone use an iPad as a camera .. it looked a little weird .
100016170320658432	311706699	negative	Congratulations to all the idiots rioting in nth London tonight - suppose we'll see you in the education related protests soon singlecell
100016173130858496	198718067	neutral	What's going on tonight in Detroit ...
100016236217384961	55337142	objectiveneutral	RT @mckennaewen : I had a chance to show off the Star Tribune's new iPad ape ( launching Mon ) on tptAlmanac . Take a look !
100016274519756800	14189626	neutral	@THEREALBHOP I'm going to Vegas tomorrow , but I'm guessing you're going to sleep in . I'm out at 7:50 am.
100016347756494848	78519694	positive	@Real_ColSylvia You wouldn't believe how many Demon fans want you to succeed Col - kick some butt today and be back for the Eagles .
100016351015477248	319749260	objectiveneutral	@MarVictoria_ even sax's last Ar he was there the 1st 2 days and went to Dallas the day stump was there
100016387854053376	298042956	neutral	loll cause we went to the zoo today & saw lions and tigers and all late
100016405138784256	10420662	positive	@NerdBlurt @Tamworth and the Sox beat the Yankees today so I can smile !
100016586534027264	132843716	negative	My 1st Ever Male frond in London just send me a Ping !!! Dot ping is so annoying , he is my 1st cud frond bet why dis Ping ??? Angry much
100016884988133376	309956817	objective	@Gabbz83 me too . Netflix night with wiFey and kids .
100016984686723073	30767814	positive	Just found all of ST : Voyager on Netflix . I know what I'm doing for the rest of the night . Woo !!
100017009445699584	40513090	negative	PRAY NO ONE GETS HURT OR KILLED IN LONDON TONIGHT GUYS . This looks like it's gonna go on for hours .
100017032229163008	16475834	positive	@ChadLindberg dude you definitely need to get a part in True Blood . We had pole dancers again this year at the auk convention party tonight
100017103955963904	60976510	neutral	@Rob_Scotland getting there slowly mate ! Have you seen there are riots in London tonight ? I only just noticed myself and i am not even drunk
100017161044627457	19426551	positive	Twitterverse blowing up about Shannon Sharpe's awesome Hall of Fame speech . We'll have the video clip on NFL.com a little later tonight .
100017212223524865	55650291	positive	RT @nil : Twitterverse blowing up about Shannon Sharpe's awesome Hall of Fame speech . We'll have the video clip on NFL.com a little later ...
100017301675442176	330378192	negative	We will explain the true cause of the London riots on the front page of The Sun : immigrants . ' Hero Police ' will also get a headline .
100017370185220096	116534252	positive	RT @cabals : Very impressed with Jock Teenage Republicans ! 16 teens showed up today , ready to fight big government and Obama ! Obama
100017387230859264	236089520	positive	@missmariejames Party in the House tonight everybody gonna have a good time ... Happy Independence Day JAMAICA
100017748008112128	216779572	objectiveneutral	Premium Version of the iPad 2 May Be in the Works
100017848314900480	272414270	positive	Excited to go see Rise of the Planet of the Apes tonight
100017851246714880	305552952	objectiveneutral	Tokyo , Seoul , London , New York Kimama Ni Sakai ow drive tonight Kakuchi d hero sure new style :)
100017965147242496	324024263	neutral	@QuinnRP mom I need sleep before i go on the plane so i think Emma go to sleep B on tomorrow when i get to Mexico
100018001415389184	19929832	positive	Wow . Just read a transcript of Shannon Sharpe's NFL hall of fame induction speech . I hope espy replays it again tonight .
100018017278234624	127678880	objectiveneutral	RT @KRMullins1964 : Remember in 2008 when Obama said he owuld fundamentally transform the USA ? With the dbt downgrad on Friday , we are ...
100018263337078785	152430630	positive	Enjoying a night of Dexter with @DomoniqueP07 :)
100018506082435072	25273039	positive	Had a little trip out to the old town of Albuquerque , could easily be Mexico or Spain ! Off to Vegas 2moz should get there Monday morning !
100018512445186048	35952250	neutral	excuse me while i spend my last Saturday of the summer making cads , watching Netflix , and chilli in the owman cave legit crazy owah
100018657404518400	264819456	positive	Dallas !!! Are you ready to come have a great night with us ?! We can't wait to blow the roof off with you !
100018715550167040	19841902	positive	Kolchak the Night Stalker . Before the x-files , excellent scary t . On Netflix haze
100018750786519040	64301071	negative	Who all fucking with twilight tonight ??
100018849310715904	124052077	objectiveneutral	@ABestwickESPN Knowing you are a Red Sox fan , who will win the rubber game tomorrow ? Go Yankees ! LOL
100019165590597632	118845439	positive	Yep and that might b my move in Dallas tonight RT @AntwannetteBond : True ! that would b fun .. @Breedlove_08
100019340333678592	90225626	objectiveneutral	YNM - Did you see tonight's top ten best play on ESPN ?
100019348588077056	19611487	positive	Win or lose I think most Dallas fans would agree it's just great to play in games as big as this one tonight again after rs of mediocrity .
100019533179400192	74644433	positive	@Gaga_Magnifique aha I dun =p I'll try to save heaps but Mum said shed go halves and get me an iPad for my 21st but I said I want money hah
100031060141813760	26358661	objectiveneutral	RT @espy ESPN MLB Cameron Mbini starting to see the sun
100031283954061314	74279257	positive	Britney : Lady gag's here tonight . Me : WHAT ? * Watches gag the rest of the night * Me : Who's concert was that ? I forgot . ;D
100031369626927105	46582425	negative	ewe Lady gag is at The lemme fatal Tour tonight . Don't be surprised if you see gag using Britney's props on her next tour loll
100031690159820800	15807682	neutral	@claviusrobinsky am just going to be hanging at my mom's for the week . Ross arrives the 26th and we go straight to Vegas .
100031693452361728	18750806	objectiveneutral	@Benjy1416 Free . Just ask you post a tweet or video about it . But I can't send anything for 2 weeks as I'm flying to Japan tomorrow .
100031763828584448	213385721	positive	@madisonstapp aha we totally should !!! My mom just asked me if I wanted to leave Thurs and stay in NYC until sat then go to Italy and id ?
100031826797670401	18954215	positive	Good luck and have fun ! I'm think about y'all in Dallas today . @DallasBVB @BrunetteInBigD Fight Alzheimer's
100031945379024896	23096449	positive	Boise State , Chattanooga , embryo-Riddle and Virginia teach receive their charters tonight , concretes and welcome gentlemen ! duli11
100032113952292864	177028557	objective	Where is @Thee_LoLaMonroe going to be at tonight in Detroit ?
100032134953172992	52281528	positive	OK sir RT @Jacob : Nigeria will still top the group . If we lose , we'll be 2nd & face Brazil . ( count )
100032137759166464	48260635	positive	Netflix ?? RT @Pink_Dagger : I'm watching the ORIGINAL X-Men cartoons I used to watch on Saturday Mornings .... throwback iamhappyagain
100032156939722752	150955901	positive	I had an awesome time at SCKCS now it's on to work , Saturday nite in Vegas , this should be fun .
100032185725227009	171372080	objectiveneutral	Q : What is the weather like in Italy in November ? And is that a good time to travel there ? Italy weather iPad
100032306424709120	18210214	positive	Another huge fireworks show @ dearborn homecoming , big enough to rival Detroit s , & it happen again tomorrow night !
100032373000896513	15486118	positive	Wow !! Lady gag is actually at the Britney Spears lemme fatal Concert tonight !!! She still listens to her music !!!! WOW !!!
100032375496511490	293329679	positive	@justinbieber please please follow me ' thank u for come to Mexico the 30 September I LOVE U SO MUCH : $ nsn : BBB
100032433461805057	91838700	objectiveneutral	RT @VomitsHerMinddx : Britney : Lady gag's here tonight . Me : WHAT ? * Watches gag the rest of the night * Me : Who's concert was that ? I ...
100032613074485248	79893160	positive	Finally wrapped up shooting in Vegas , time for a good night on the town :)
100032675984834560	37065908	neutral	I'm bout to just listen to nick manage all night
100032742246449152	95137421	positive	@justinbieber is creeping ! RT me Justin LOVE YA so excited for the concert in October MEXICO LOVES YOU <3 u inspire me
100032759132717057	35027500	positive	RT @RoxyReynolds : 007 in Detroit wed august 17th I'll be dancing live !!!!! D town stand up !!! Get ready its going down !
100032776186765312	173073102	positive	1st Prize . RM 5000 with 4 x iPad 2 ( each person ) Trophy , & certificate of participation . Luz , Wanna Joinnnnnnnnnnnnn -___-
100032812601716736	154414540	positive	Reminds me of the best night of my life . RT @ayepeeMAXIN : 9am in Dallas
100032821590110209	251467197	positive	@Just1Jerrah Vegas here i come yeah watch out la's Vegas the bring back the brown sad is taking over at la's Vegas next week and tomorrow
100032850828591104	143053356	positive	Evening Grace Patriots ! God bless & Restore R Great Country , R people , R vets , R men & women in uniform , & the Nations of Israel & Japan !
100032889898532864	97294141	neutral	RT @NickRexum : So @NickHexum apparently just announced at PowWow 311Day is in Vegas and there is another cruise in May ( to Hawaii ) . Too ...
100032906751258624	232942645	objective	I caught Adam Jones home run tonight , check me on ESPN top plays at Midnight ! One handed w/ a soft pretzel in my hand on my iPhone
100033024174985216	14914594	positive	@Social3i Do it ! With all the shade , it's the perfect summer outing . Plus the penguins , lions , bears , wolves ... were all very active today .
100033144614420480	178863646	positive	mom .. thinking that now is a good time to win the lottery . 311Day2012 in Vegas AND 311Cruise in May ... decisions to be made !
100033150067027968	21379479	negative	I may have just thrown a lime at an NFL player . Apologies forthcoming ivaluemylife
100033269873127425	293329679	positive	please please follow me ' thank u for come to Mexico the 30 September I LOVE U SO MUCH : $ nsn : BBB <3
100033572387303424	104942446	objective	Another double play helps Lafayette get out of sixth-inning trouble . Going to the bottom of the 6th , Lafayette 3 , Mexico 3 .
100033738754363393	194269338	objective	A night to just lay up & watch movies on Netflix .
100033912272732161	39910049	negative	Let's see what shitty movie Netflix has recommended for me to watch tonight .
100033999749136384	153940004	objectiveneutral	Germany refusing to bail out Italy : Source : polizeros.com --- Saturday , August 06 , 2011Zero Hedge It just went f ...
100034443431002112	162781363	objective	tore Calls for More Respect as Player Feuds Cross Line : On Saturday morning , tore's iPad chimed with news of a ...
100046092435070976	194323023	positive	Fun date night with my girl . Home early . Ice my aching body . Wish i had Netflix right about now ....
100046147166543872	58838987	neutral	RT @famemensmag : I copped the New StraightStuntin today last issue ..... datum !!! Detroit models you know who to come to when u want to b ...
100046190648885248	279863712	positive	just got back to the crib today wasn't so bad went to Detroit and summeriest
100046361998790657	73760387	negative	I want to see EB but id don't look to good guess ill call it a Netflix night .
100046752241041409	249320924	positive	RT @imshar0n : @elicit wow , you're the reason why 2 topics trended worldwide today . Someone ought to be a happy little owl bunny tonight !
100046838324928514	23339644	neutral	RT @TomCrowe : Why doesn't Obama just sign an executive order that declares the U.S. has AAA rating ? I mean , common ?
100046864652574720	38335522	positive	@Huda_Shami he's a very good looking guy . Is s3 on Netflix ? i think I'm watching it tonight
